-30,30,20,0,1.4,0
-12.1309,30.927,6.80077,0,0.829204,2.65841
-12.1309,30.927,6.80077,0,0.829204,2.65841
-12.8019,31.9921,4.46211,0,0.829204,2.65841
-12.8019,31.9921,4.46211,0,0.829204,2.65841
-13.349,33.3184,2.33803,0,0.829204,3.05841
-13.349,33.3184,2.33803,0,0.829204,3.05841
-14.1527,34.9996,0.731765,0,0.829204,3.05841
-14.1527,34.9996,0.731765,0,0.829204,3.05841
-14.7936,37.0886,-0.569264,0,0.829204,3.14159
-14.7936,37.0886,-0.569264,0,0.829204,3.14159
-15.2911,39.5902,-1.57356,0,0.629204,-2.94159
-15.2911,39.5902,-1.57356,0,0.629204,-2.94159
-15.6831,42.4581,-2.31598,0,0.629204,-2.74159
-15.6831,42.4581,-2.31598,0,0.629204,-2.74159
-16.0193,45.6002,-2.91382,0,0.629204,-2.54159
-16.0193,45.6002,-2.91382,0,0.629204,-2.54159
-18.2157,48.8888,-3.35358,0,0.629204,-2.14159
-18.2157,48.8888,-3.35358,0,0.629204,-2.14159
-19.9256,48.9568,-4.08988,0,0.629204,-1.94159
-19.9256,48.9568,-4.08988,0,0.629204,-1.94159
-22.8308,48.9059,-3.77791,0,0.629204,-1.74159
-22.8308,48.9059,-3.77791,0,0.629204,-1.74159
-25.1073,48.8932,-3.82632,0,0.629204,-1.74159
-25.1073,48.8932,-3.82632,0,0.629204,-1.74159
-27.2954,48.8888,-3.84478,0,0.629204,-1.74159
-27.2954,48.8888,-3.84478,0,0.629204,-1.74159
-29.3096,48.8888,-3.90949,0,0.629204,-1.74159
-29.3096,48.8888,-3.90949,0,0.629204,-1.74159
-31.2648,48.8888,-3.95862,0,0.629204,-1.74159
-31.2648,48.8888,-3.95862,0,0.629204,-1.74159
-33.1923,48.8888,-3.99582,0,0.629204,-1.54159
-33.1923,48.8888,-3.99582,0,0.629204,-1.54159
-35.1282,46.3354,-4.02294,0,0.629204,-1.54159
-35.1282,46.3354,-4.02294,0,0.629204,-1.54159
-37.11,43.8263,-4.04076,0,0.829204,-1.14159
-37.11,43.8263,-4.04076,0,0.829204,-1.14159
-39.1729,41.3991,-4.04951,0,0.829204,-1.14159
-39.1729,41.3991,-4.04951,0,0.829204,-1.14159
-41.3458,39.0782,-4.0493,0,0.829204,-0.941593
-41.3458,39.0782,-4.0493,0,0.829204,-0.941593
-43.6472,36.8727,-4.04037,0,0.829204,-0.741593
-43.6472,36.8727,-4.04037,0,0.829204,-0.741593
-46.0814,34.7763,-4.02316,0,0.829204,-0.741593
-46.0814,34.7763,-4.02316,0,0.829204,-0.741593
-48.6365,32.769,-3.99821,0,0.829204,-0.341593
-48.6365,32.769,-3.99821,0,0.829204,-0.341593
-51.2836,30.8212,-3.96546,0,0.629204,-0.341593
-51.2836,30.8212,-3.96546,0,0.629204,-0.341593
-53.9807,28.8974,-3.92332,0,0.629204,0.0584073
-53.9807,28.8974,-3.92332,0,0.629204,0.0584073
-53.9807,26.9598,-3.86764,0,0.629204,0.0584073
-53.9807,26.9598,-3.86764,0,0.629204,0.0584073
-53.9807,24.9723,-3.79162,0,0.629204,0.0584073
-53.9807,24.9723,-3.79162,0,0.629204,0.0584073
-53.9807,22.9042,-3.68714,0,0.629204,0.458407
-53.9807,22.9042,-3.68714,0,0.629204,0.458407
-53.9807,20.7346,-3.54708,0,0.629204,0.0584073
-53.9807,20.7346,-3.54708,0,0.629204,0.0584073
-53.9807,18.4554,-3.36633,0,0.629204,0.458407
-53.9807,18.4554,-3.36633,0,0.629204,0.458407
-53.9807,16.0742,-3.13873,0,0.629204,0.458407
-53.9807,16.0742,-3.13873,0,0.629204,0.458407
-53.9807,13.6142,-2.84848,0,0.629204,0.858407
-53.9807,13.6142,-2.84848,0,0.629204,0.858407
-51.1378,11.1112,-2.46132,0,0.629204,0.858407
-51.1378,11.1112,-2.46132,0,0.629204,0.858407
-48.2407,10.7633,-1.9164,0,0.629204,1.25841
-48.2407,10.7633,-1.9164,0,0.629204,1.25841
-45.3307,10.341,-1.14922,0,0.629204,1.05841
-45.3307,10.341,-1.14922,0,0.629204,1.05841
-42.5813,9.78783,-0.104199,0,0.629204,1.25841
-42.5813,9.78783,-0.104199,0,0.629204,1.25841
-40.0996,9.08518,1.22193,0,0.829204,0.858407
-40.0996,9.08518,1.22193,0,0.829204,0.858407
-38.6399,9.51811,3.56961,0,0.829204,0.858407
-38.6399,9.51811,3.56961,0,0.829204,0.858407
-35.6372,9.33122,5.78072,0,0.829204,0.658407
-35.6372,9.33122,5.78072,0,0.829204,0.658407
-40.2807,11.1112,9.47563,0,1.4292,0.0584073
-40.2807,11.1112,9.47563,0,1.4292,0.0584073
-30,30,20,0,1.4,0
